generation,member,lr,metric,metric_delta,metric_ema,metric_ema_delta,state,direction_streak,action,reason,action_ready,safety_check,proposed_lr,bounded_lr,applied
52,fixed_lr_7p5e-6,7.5e-06,0.36907834671216566,-0.000982590907034675,0.36897212118452055,-0.00010622552764510962,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
52,fixed_lr_9e-6,9e-06,0.37179752090496876,0.0004825992017208902,0.3714074601017074,-0.0003900608032613717,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
52,fixed_lr_10p5e-6,1.05e-05,0.3694145241588833,0.00027534067269968654,0.3701101841000254,0.0006956599411420683,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
52,fixed_lr_12e-6,1.2e-05,0.3683032132790834,-0.0008326122719880535,0.36831305969918704,9.846420103709619e-06,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
52,fixed_lr_14e-6,1.4e-05,0.3675685932759148,9.307046642909045e-05,0.3677570381505686,0.00018844487465374815,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
53,fixed_lr_3e-6,3e-06,0.3850517562181171,7.521875628901942e-05,0.38530266015800907,0.00025090393989191107,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
53,fixed_lr_4p5e-6,4.5e-06,0.37936605592877937,0.0005732226537723539,0.37986745559971624,0.0005013996709368751,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
53,fixed_lr_6e-6,6e-06,0.37077135721723586,0.001105141953955946,0.37242562070806084,0.0016542634908250364,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
53,fixed_lr_7p5e-6,7.5e-06,0.369115977594605,-3.763088243935453e-05,0.3690440493895628,-7.192820504225983e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
53,fixed_lr_9e-6,9e-06,0.37335353632136264,-0.0015560154163938855,0.372380498211535,-0.0009730381098276286,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
53,fixed_lr_10p5e-6,1.05e-05,0.370248803350721,-0.0008342791918377057,0.3701794937253732,-6.930962534779095e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
53,fixed_lr_12e-6,1.2e-05,0.36859844576010575,-0.0002952324810223672,0.36845575272964637,-0.0001426930304593288,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
53,fixed_lr_14e-6,1.4e-05,0.3678942500388778,-0.0003256567629630336,0.3678256440947232,-6.86059441545872e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
54,fixed_lr_3e-6,3e-06,0.38509591529880766,-4.415908069055341e-05,0.3851992877284084,0.00010337242960067883,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
54,fixed_lr_4p5e-6,4.5e-06,0.3795658243355888,-0.00019976840680940855,0.3797166399676525,0.00015081563206376103,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
54,fixed_lr_6e-6,6e-06,0.3705491376994842,0.00022221951775164284,0.3714873792037725,0.0009382415042883396,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
54,fixed_lr_7p5e-6,7.5e-06,0.36905410996370464,6.186763090038072e-05,0.3690490796766337,-5.030287070884043e-06,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
54,fixed_lr_9e-6,9e-06,0.37243021169563356,0.0009233246257290828,0.3724053549535843,-2.4856742049272906e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
54,fixed_lr_10p5e-6,1.05e-05,0.3699845415817019,0.000264261769019114,0.37008201765353754,9.747607183563378e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
54,fixed_lr_12e-6,1.2e-05,0.3680085339315193,0.0005899118285864757,0.36823214333058285,0.00022360939906351796,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
54,fixed_lr_14e-6,1.4e-05,0.3675800136415309,0.0003142363973469009,0.36770282886812705,0.0001228152265961291,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
55,fixed_lr_3e-6,3e-06,0.38501707440790967,7.884089089799096e-05,0.38510818106815903,9.110666024936265e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
55,fixed_lr_4p5e-6,4.5e-06,0.37824709789992605,0.0013187264356627204,0.37898186893378927,0.000734771033863213,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
55,fixed_lr_6e-6,6e-06,0.37033465673161986,0.0002144809678643611,0.3709110179676962,0.0005763612360762949,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
55,fixed_lr_7p5e-6,7.5e-06,0.3705127189983765,-0.001458609034671876,0.36978089933750513,-0.0007318196608714356,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
55,fixed_lr_9e-6,9e-06,0.3723541550830687,7.605661256487872e-05,0.3723797550183265,2.5599935257802908e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
55,fixed_lr_10p5e-6,1.05e-05,0.3695916289614485,0.0003929126202534272,0.369836823307493,0.0002451943460445305,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
55,fixed_lr_12e-6,1.2e-05,0.368265791985191,-0.00025725805367171617,0.36824896765788695,-1.6824327304099107e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
55,fixed_lr_14e-6,1.4e-05,0.36727250239361847,0.0003075112479124509,0.36748766563087276,0.00021516323725428999,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
56,fixed_lr_3e-6,3e-06,0.3843958229862966,0.0006212514216130671,0.3847520020272278,0.0003561790409312149,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
56,fixed_lr_4p5e-6,4.5e-06,0.3772382952160427,0.0010088026838833697,0.378110082074916,0.0008717868588732913,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
56,fixed_lr_6e-6,6e-06,0.3700734611365257,0.0002611955950941325,0.37049223955211097,0.0004187784155852414,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
56,fixed_lr_7p5e-6,7.5e-06,0.37068122211311766,-0.00016850311474114754,0.3702310607253114,-0.00045016138780629156,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
56,fixed_lr_9e-6,9e-06,0.3707831596329766,0.0015709954500920942,0.3715814573256515,0.0007982976926749763,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
56,fixed_lr_10p5e-6,1.05e-05,0.36845725132497287,0.0011343776364756142,0.36914703731623294,0.0006897859912600723,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
56,fixed_lr_12e-6,1.2e-05,0.3681017157934342,0.0001640761917567901,0.3681753417256606,7.362593222637326e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
56,fixed_lr_14e-6,1.4e-05,0.3669736119000731,0.00029889049354536734,0.3672306387654729,0.0002570268653998564,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
57,fixed_lr_3e-6,3e-06,0.3863944852482967,-0.001998662262000128,0.38557324363776224,-0.0008212416105344289,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
57,fixed_lr_4p5e-6,4.5e-06,0.3785030000563794,-0.0012647048403366945,0.37830654106564765,-0.00019645899073167383,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
57,fixed_lr_6e-6,6e-06,0.36959403808519825,0.00047942305132747665,0.3700431388186546,0.0004491007334563868,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
57,fixed_lr_7p5e-6,7.5e-06,0.37037808906857017,0.0003031330445474878,0.3703045748969408,-7.351417162937413e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
57,fixed_lr_9e-6,9e-06,0.3700875783983631,0.000695581234613496,0.3708345178620073,0.0007469394636442361,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
57,fixed_lr_10p5e-6,1.05e-05,0.36774898616293505,0.0007082651620378133,0.36844801173958397,0.0006990255766489706,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
57,fixed_lr_12e-6,1.2e-05,0.3681017157934342,0.0,0.3681385287595474,3.681296611318663e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
57,fixed_lr_14e-6,1.4e-05,0.3670553150763082,-8.170317623507062e-05,0.36714297692089054,8.766184458236514e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
58,fixed_lr_3e-6,3e-06,0.3843285154287434,0.002065969819553315,0.3849508795332528,0.000622364104509443,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
58,fixed_lr_4p5e-6,4.5e-06,0.37773770046324373,0.0007652995931356488,0.3780221207644457,0.0002844203012019597,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
58,fixed_lr_6e-6,6e-06,0.36889765331802654,0.0006963847671717094,0.36947039606834053,0.0005727427503140481,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
58,fixed_lr_7p5e-6,7.5e-06,0.37075749180834605,-0.00037940273977588035,0.3705310333526434,-0.00022645845570262724,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
58,fixed_lr_9e-6,9e-06,0.3699596754050802,0.00012790299328291344,0.3703970966335437,0.0004374212284635748,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
58,fixed_lr_10p5e-6,1.05e-05,0.36833882650605165,-0.0005898403431165988,0.3683934191228178,5.459261676615812e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
58,fixed_lr_12e-6,1.2e-05,0.3682327679575168,-0.00013105216408260123,0.36818564835853207,-4.7119598984679545e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
58,fixed_lr_14e-6,1.4e-05,0.367473290063236,-0.0004179749869278049,0.36730813349206326,-0.00016515657117271987,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
59,fixed_lr_3e-6,3e-06,0.3848212678705453,-0.0004927524418019136,0.3848860737018991,6.480583135370921e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
59,fixed_lr_4p5e-6,4.5e-06,0.37683531570142387,0.0009023847618198633,0.3774287182329348,0.0005934025315109115,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
59,fixed_lr_6e-6,6e-06,0.3688845528602378,1.3100457788739472e-05,0.36917747446428917,0.000292921604051366,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
59,fixed_lr_7p5e-6,7.5e-06,0.3713161738187584,-0.0005586820104123702,0.3709236035857009,-0.0003925702330574987,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
59,fixed_lr_9e-6,9e-06,0.3695422386816901,0.0004174367233900633,0.3699696676576169,0.0004274289759267913,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
59,fixed_lr_10p5e-6,1.05e-05,0.3677064782240352,0.0006323482820164705,0.3680499486734265,0.0003434704493913143,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
59,fixed_lr_12e-6,1.2e-05,0.3677164100148242,0.0005163579426926135,0.3679510291866781,0.00023461917185396697,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
59,fixed_lr_14e-6,1.4e-05,0.3674099860680603,6.330399517567864e-05,0.3673590597800618,-5.0926287998520614e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
60,fixed_lr_3e-6,3e-06,0.3862571874271054,-0.0014359195565600835,0.3855716305645023,-0.0006855568626031872,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
60,fixed_lr_4p5e-6,4.5e-06,0.37732669559471865,-0.0004913798932947855,0.3773777069138267,5.1011319108063e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
60,fixed_lr_6e-6,6e-06,0.36974124262124447,-0.0008566897610066682,0.3694593585427668,-0.0002818840784776233,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
60,fixed_lr_7p5e-6,7.5e-06,0.3729153430107097,-0.0015991691919512996,0.3719194732982053,-0.0009958697125043714,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
60,fixed_lr_9e-6,9e-06,0.36912525662950013,0.00041698205218998474,0.3695474621435585,0.0004222055140584158,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
60,fixed_lr_10p5e-6,1.05e-05,0.36812618381747064,-0.0004197055934354599,0.36808806624544854,-3.811757202204502e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
60,fixed_lr_12e-6,1.2e-05,0.3669944264989405,0.0007219835158837062,0.36747272784280927,0.0004783013438688366,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
60,fixed_lr_14e-6,1.4e-05,0.3665974291857264,0.0008125568823338924,0.36697824448289407,0.0003808152971677137,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
61,fixed_lr_3e-6,3e-06,0.3864070582834623,-0.0001498708563568707,0.38598934442398225,-0.0004177138594799734,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
61,fixed_lr_4p5e-6,4.5e-06,0.376708687363016,0.0006180082317026603,0.3770431971384214,0.0003345097754053339,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
61,fixed_lr_6e-6,6e-06,0.36893098063043955,0.0008102619908049169,0.36919516958660314,0.0002641889561636468,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
61,fixed_lr_7p5e-6,7.5e-06,0.36859076751736847,0.004324575493341254,0.37025512040778685,0.0016643528904184413,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
61,fixed_lr_9e-6,9e-06,0.36951492043881456,-0.00038966380931443334,0.3695311912911865,1.6270852371991218e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
61,fixed_lr_10p5e-6,1.05e-05,0.368350574717859,-0.0002243909003883382,0.36821932048165373,-0.0001312542362051916,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
61,fixed_lr_12e-6,1.2e-05,0.3669557196004192,3.870689852131237e-05,0.3672142237216142,0.00025850412119504673,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
61,fixed_lr_14e-6,1.4e-05,0.367604991703769,-0.0010075625180425707,0.36729161809333155,-0.000313373610437484,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
62,fixed_lr_3e-6,3e-06,0.384964696088498,0.0014423621949642973,0.3854770202562401,0.0005123241677421619,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
62,fixed_lr_4p5e-6,4.5e-06,0.3759619499127981,0.0007467374502179158,0.37650257352560973,0.0005406236128116526,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
62,fixed_lr_6e-6,6e-06,0.3693882872182628,-0.0004573065878232252,0.36929172840243296,-9.655881582981696e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
62,fixed_lr_7p5e-6,7.5e-06,0.3713955487572415,-0.0028047812398730443,0.3708253345825142,-0.000570214174727357,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
62,fixed_lr_9e-6,9e-06,0.36967653785309096,-0.00016161741427639376,0.36960386457213873,-7.267328095222902e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
62,fixed_lr_10p5e-6,1.05e-05,0.3682688750416337,8.169967622528862e-05,0.3682440977616437,-2.4777279989951495e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
62,fixed_lr_12e-6,1.2e-05,0.3674492785490266,-0.0004935589486074199,0.3673317511353204,-0.00011752741370618658,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
62,fixed_lr_14e-6,1.4e-05,0.36686987739472904,0.0007351143090399415,0.3670807477440303,0.00021087034930122872,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
63,fixed_lr_3e-6,3e-06,0.38426052745735556,0.0007041686311424211,0.38486877385679785,0.000608246399442236,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
63,fixed_lr_4p5e-6,4.5e-06,0.37640972669071826,-0.00044777677792018356,0.376456150108164,4.642341744570677e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
63,fixed_lr_6e-6,6e-06,0.3690432212344701,0.0003450659837926917,0.3691674748184515,0.00012425358398143738,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
63,fixed_lr_7p5e-6,7.5e-06,0.3703252406327125,0.001070308124529018,0.3705752876076134,0.0002500469749008305,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
63,fixed_lr_9e-6,9e-06,0.36889219479943613,0.0007843430536548235,0.3692480296857874,0.000355834886351325,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
63,fixed_lr_10p5e-6,1.05e-05,0.36824359928922185,2.527575241184632e-05,0.3682438485254328,2.4923621089190107e-07,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
63,fixed_lr_12e-6,1.2e-05,0.3667505806145141,0.0006986979345124933,0.36704116587491725,0.00029058526040315336,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
63,fixed_lr_14e-6,1.4e-05,0.36561587160671316,0.0012540057880158773,0.36634830967537174,0.0007324380686585807,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
64,fixed_lr_3e-6,3e-06,0.3820567586685307,0.0022037687888248336,0.3834627662626643,0.0014060075941335626,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
64,fixed_lr_4p5e-6,4.5e-06,0.37622517733670136,0.0001845493540169052,0.3763406637224327,0.00011548638573133374,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
64,fixed_lr_6e-6,6e-06,0.36787714822796047,0.0011660730065096159,0.368522311523206,0.0006451632952454989,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
64,fixed_lr_7p5e-6,7.5e-06,0.37059274245871465,-0.0002675018260021589,0.370584015033164,-8.727425550636436e-06,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
64,fixed_lr_9e-6,9e-06,0.3693157779135832,-0.0004235831141470858,0.3692819037996853,-3.387411389788042e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
64,fixed_lr_10p5e-6,1.05e-05,0.3678593477224862,0.0003842515667356605,0.3680515981239595,0.00019225040147330397,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
64,fixed_lr_12e-6,1.2e-05,0.366179541339,0.0005710392755141069,0.3666103536069586,0.0004308122679586579,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
64,fixed_lr_14e-6,1.4e-05,0.36631591164700567,-0.0007000400402925044,0.3663321106611887,1.6199014183038152e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
65,fixed_lr_3e-6,3e-06,0.38180681119273807,0.00024994747579265564,0.3826347887277012,0.0008279775349631091,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
65,fixed_lr_4p5e-6,4.5e-06,0.37499938351983075,0.0012257938168706017,0.3756700236211317,0.0006706401013009677,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
65,fixed_lr_6e-6,6e-06,0.3685502268546827,-0.0006730786267222233,0.36853626918894433,-1.3957665738306702e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
65,fixed_lr_7p5e-6,7.5e-06,0.36999491816051006,0.0005978242982045967,0.37028946659683704,0.00029454843632698013,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
65,fixed_lr_9e-6,9e-06,0.36866634791240166,0.0006494300011815612,0.3689741258560435,0.0003077779436417849,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
65,fixed_lr_10p5e-6,1.05e-05,0.36824359928922185,-0.0003842515667356605,0.36814759870659064,-9.600058263115052e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
65,fixed_lr_12e-6,1.2e-05,0.3668962698219297,-0.000716728482929696,0.36675331171444414,-0.00014295810748554683,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
65,fixed_lr_14e-6,1.4e-05,0.3656275440969689,0.0006883675500367614,0.3659798273790788,0.0003522832821098998,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
66,fixed_lr_3e-6,3e-06,0.3814739620894515,0.0003328491032865699,0.38205437540857634,0.0005804133191248395,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
66,fixed_lr_4p5e-6,4.5e-06,0.3748760545898301,0.0001233289300006657,0.37527303910548093,0.00039698451565078896,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
66,fixed_lr_6e-6,6e-06,0.369129329864264,-0.0005791030095813055,0.3688327995266042,-0.0002965303376598616,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
66,fixed_lr_7p5e-6,7.5e-06,0.3707748270776719,-0.0007799089171618423,0.37053214683725444,-0.00024268024041740333,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
66,fixed_lr_9e-6,9e-06,0.36860628369097154,6.00642214301228e-05,0.36879020477350755,0.00018392108253595385,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
66,fixed_lr_10p5e-6,1.05e-05,0.368068123738587,0.00017547555063485154,0.3681078612225888,3.9737484001822754e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
66,fixed_lr_12e-6,1.2e-05,0.36617448376718925,0.0007217860547404364,0.36646389774081667,0.00028941397362747256,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
66,fixed_lr_14e-6,1.4e-05,0.36659888630339016,-0.0009713422064212551,0.3662893568412345,-0.00030952946215567767,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
67,fixed_lr_3e-6,3e-06,0.3809478332840291,0.00052612880542241,0.3815011043463027,0.0005532710622736525,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
67,fixed_lr_4p5e-6,4.5e-06,0.374929037107192,-5.2982517361910286e-05,0.37510103810633644,0.00017200099914449485,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
67,fixed_lr_6e-6,6e-06,0.369129329864264,0.0,0.3689810646954341,-0.0001482651688299308,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
67,fixed_lr_7p5e-6,7.5e-06,0.3695271827960685,0.0012476442816033995,0.37002966481666144,0.0005024820205929981,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
67,fixed_lr_9e-6,9e-06,0.36930478111661674,-0.0006984974256452059,0.3690474929450621,-0.0002572881715545705,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
67,fixed_lr_10p5e-6,1.05e-05,0.3682872565835289,-0.000219132844941905,0.36819755890305883,-8.969768047001336e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
67,fixed_lr_12e-6,1.2e-05,0.36538320602012475,0.0007912777470645005,0.3659235518804707,0.0005403458603459588,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
67,fixed_lr_14e-6,1.4e-05,0.3702959569282267,-0.0036970706248365404,0.36829265688473056,-0.0020033000434960813,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
68,fixed_lr_3e-6,3e-06,0.3822126093110473,-0.0012647760270181885,0.381856856828675,-0.00035575248237229573,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
68,fixed_lr_4p5e-6,4.5e-06,0.37587990749611544,-0.0009508703889234416,0.37549047280122594,-0.0003894346948895011,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
68,fixed_lr_6e-6,6e-06,0.368365967581604,0.0007633622826599962,0.36867351613851906,0.00030754855691506044,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
68,fixed_lr_7p5e-6,7.5e-06,0.36967674033597925,-0.0001495575399107496,0.3698532025763204,0.00017646224034106872,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
68,fixed_lr_9e-6,9e-06,0.36957257978845615,-0.0002677986718394032,0.36931003636675913,-0.0002625434216970146,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
68,fixed_lr_10p5e-6,1.05e-05,0.3686288850134841,-0.0003416284299552208,0.3684132219582715,-0.00021566305521264484,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
68,fixed_lr_12e-6,1.2e-05,0.366944975431718,-0.0015617694115932501,0.36643426365609433,-0.0005107117756236179,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
68,fixed_lr_14e-6,1.4e-05,0.36647527961671716,0.003820677311509535,0.36738396825072384,0.0009086886340067268,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
69,fixed_lr_3e-6,3e-06,0.3832481647462634,-0.0010355554352161067,0.3825525107874692,-0.000695653958794229,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
69,fixed_lr_4p5e-6,4.5e-06,0.37421670337455765,0.001663204121557793,0.3748535880878918,0.0006368847133341182,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
69,fixed_lr_6e-6,6e-06,0.36876623634562233,-0.00040026876401833,0.3687198762420707,-4.636010355163478e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
69,fixed_lr_7p5e-6,7.5e-06,0.3696704063236463,6.334012332964711e-06,0.3697618044499833,9.139812633707223e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
69,fixed_lr_9e-6,9e-06,0.3698463721196247,-0.00027379233116853197,0.3695782042431919,-0.00026816787643274553,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
